chr_uid,Char_Name,CASNumber
100360,Fenamiphos sulfoxide,NULL
1051,Fenarimol,60168-88-9
3871,Fenbendazole,43210-67-9
4600,Fenbuconazole,114369-43-6
100622,Fenbutatin-oxide,13356-08-6
1052,Fenchone,1195-79-5
101644,Fenhexamid,NULL
2967,Fenitrothion,122-14-5
100477,Fenofibrate,49562-28-9
3123,Fenoxaprop-ethyl,66441-23-4
101885,Fenoxaprop-P-ethyl,NULL
4668,Fenpropathrin,39515-41-8
101654,Fenpyroximate,NULL
1053,Fensulfothion,115-90-2
1054,Fenthion,55-38-9
101897,Fenthion sulfone,NULL
100209,Fenthion sulfoxide,NULL
101689,Fentin,NULL
1055,Fenuron,101-42-8
1056,Fenvalerate,51630-58-1
101588,Fenvalerate + Esfenvalerate,NULL
1057,Ferbam,14484-64-1
1188,Ferric ion,20074-52-6
1189,Ferrous ion,15438-31-0
3128,Fertilization,NULL
100478,Fexofenadine,83799-24-0
101268,Field or Lab Anomaly,NULL
3506,Filamentous Algae covering streambed (choice list),NULL
100925,Final Void Ratio,NULL
3523,"Fines < 2 mm, reach pebble count (%)",NULL
3522,"Fines < 2 mm, riffle pebble count (%)",NULL
1058,Fipronil,120068-37-3
4671,Fipronil Desulfinyl,205650-65-3
4672,Fipronil Sulfide,120067-83-6
101734,Fipronil sulfonate,NULL
3790,Fipronil Sulfone,120068-36-2
1059,FireMaster BP 6,59536-65-1
2300,Fish Anomalies - Deformities,NULL
2301,Fish Anomalies - Erosions,NULL
2302,Fish Anomalies - Lesions,NULL
2303,Fish Anomalies - Multiples,NULL
2304,Fish Anomalies - Tumors,NULL
2305,Fish condition factor,NULL
103060,Fish Cover - Artificial Structures (choice list),NULL
103061,Fish Cover - Boulders (choice list),NULL
103062,Fish Cover - Brush/Woody Debris <0.3m (SMALL) (choice list),NULL
103063,Fish Cover - Filamentous Algae (choice list),NULL
103064,Fish Cover - Live Trees or Roots (choice list),NULL
103065,Fish Cover - Macrophytes (choice list),NULL
103066,Fish Cover - Overhanging Veg. <=1m of Surface (choice list),NULL
103067,Fish Cover - Undercut Banks (choice list),NULL
103068,Fish Cover - Woody debris >0.3m (BIG) (choice list),NULL
2374,Fish fork length,NULL
2306,Fish kill observation,NULL
2307,"Fish Kill, Severity (choice list)",NULL
3507,Fish presence (choice list),NULL
2375,Fish standard length,NULL
2751,Fixed dissolved solids,NULL
2752,Fixed suspended solids,NULL
3606,Flash point,NULL
2308,Flavobacterium,NULL
100531,Flazasulfuron,104040-78-0
2091,Floating algae mat - severity (choice list),NULL
100210,Floating debris (Y/N) (choice list),NULL
2309,Floating debris - severity (choice list),NULL
2310,Floating Detergent/Soap - Severity (choice list),NULL
100211,Floating foam/suds (Y/N) (choice list),NULL
2311,Floating foam/suds - severity (choice list),NULL
2312,Floating Garbage Severity (choice List),NULL
100212,Floating sewage (Y/N) (choice list),NULL
2313,Floating sewage - severity (choice list),NULL
2742,Floating sludge - severity (choice list),NULL
2954,Floating solids or foam,NULL
2314,"Floating solids, unspecified mix (choice list)",NULL
101635,"Floating vegetation severity, choice list",NULL
100532,Flonicamid,158062-67-0
2315,Flow,NULL
2316,"Flow, runoff",NULL
2317,"Flow, severity (choice list)",NULL
2318,"Flow, stream class (choice list)",NULL
2319,"Flow, stream stage (choice list)",NULL
100633,Fluazifop-butyl,69806-50-4
2320,Fluazifop-P-butyl,79241-46-6
101645,Fluazinam,NULL
100533,Flubendiamide,272451-65-7
100213,Flucarbazon-sodium,181274-17-9
100214,Flucarbazone,145026-88-6
1061,Fluchloralin,33245-39-5
100479,Fluconazole,86386-73-4
2321,Flucythrinate,70124-77-5
100593,Fludioxonil,131341-86-1
3494,Flufenacet,142459-58-3
3639,Flufenacet OA,201668-31-7
101765,Flufenacet sulfonic acid,NULL
4559,Flumequine,42835-25-6
101655,Flumetralin,NULL
4601,Flumetsulam,98967-40-9
101960,Flumioxazin,103361-09-7
3874,Flunitrazepam,1622-62-4
4588,Fluocinonide,356-12-7
1063,Fluometuron,2164-17-2
1064,Fluoranthene,206-44-0
3926,"Fluoranthene-1,2,3,4,5,6,7,8,9,10-d10***retired***use Fluoranthene-d10",93951-69-0
4026,Fluoranthene-d10,93951-69-0
1065,"Fluoranthenes and pyrenes, total",NULL
1066,Fluorene,86-73-7
100758,"Fluorene,2,4A-Dihydro-",59247-36-8
100215,Fluorene-d10,81103-79-9
2994,Fluorescein,2321-07-5
1067,Fluoride,16984-48-8
1068,Fluorine,7782-41-4
1069,Fluorobenzene,462-06-6
1062,Fluoroboric acid,16872-11-0
100453,Fluoroethyldiaminotriazine (FDAT),NULL
100377,Fluorotrichloromethane,75-69-4
1967,Fluorotrimethylsilane,420-56-4
100519,Fluoxastrobin,361377-29-9
4560,Fluoxetine,54910-89-3
2569,Fluoxetine hydrochloride,56296-78-7
100216,Fluoxetine-d5,1173020-43-3
3857,Fluoxetine-D6,NULL
101269,Flupyradifurone,951659-40-8
3875,Flurazepam,17617-23-1
1070,Fluridone,59756-60-4
4602,Fluroxypyr,69377-81-7
100594,Fluroxypyr 1-methylheptyl ester,81406-37-3
101646,Flusilazole,NULL
100595,Fluthiacet-methyl,117337-19-6
103206,Fluticasone,90566-53-3
4170,Fluticasone propionate,80474-14-2
3483,Flutolanil,66332-96-5
4616,Flutriafol,76674-21-0
2322,Fluvalinate,69409-94-5
100520,Fluvoxamine,54739-18-3
100888,Fluxapyroxad,907204-31-3
1071,Folpet,133-07-3
101961,Fomesafen,72178-02-0
1072,Fonofos,944-22-9
100274,Fonofos oxon,NULL
100275,Foramsulfuron,173159-57-4
101270,Forest Age (choice list),NULL
1073,Formaldehyde,50-00-0
4246,Formation code,NULL
2323,Formetanate hydrochloride,23422-53-9
1074,Formic acid,64-18-6
4590,Formononetin,485-72-3
1075,Fosamine-ammonium,25954-13-6
101987,Fractionated particulate size,NULL
101837,Free Liquids,NULL
100891,Free liquids in sludge,NULL
1076,Free mineral acidity (FMA),NULL
101271,Frequency of Reoxygenation,NULL
101030,FrictionAngle,NULL
4662,Fucoxanthin,3351-86-8
100912,Fuel oil #5,70892-11-4
100913,Fuel oil #6,68553-00-4
1077,Fuel oil no. 1,70892-10-3
1078,Fuel oil no. 2,68476-30-2
100381,"Fuel, Diesel Range (C10 - C32)",NULL
100382,"Fuel, Diesel Range (C10-C22)",NULL
100383,"Fuel, Diesel Range (C10-C28)",NULL
100384,"Fuel, Diesel Range (C22-C32)",NULL
100385,"Fuel, Gasoline Range (C10-C28)",NULL
100386,"Fuel, Gasoline Range (C6-C10)",NULL
2324,Fungi,NULL
1079,Furan,110-00-9
1080,Furancarboxylic acid,26447-28-9
1081,Furfural,98-01-1
3561,Furosemide,54-31-9
1082,Gadolinium,7440-54-2
2325,"Gage height***retired***use Height, gage",NULL
1083,Gallium,7440-55-3
4085,Gallium-67,14119-09-6
101272,Gamma linolenic acid,506-26-3
101893,Gamma radiation,NULL
101273,gamma-Chlordane,5566-34-7
101587,gamma-Chlordane + trans-Nonachlor,NULL
101274,gamma-HCH (Lindane),NULL
2326,Gas bubble severity (choice list),NULL
101838,Gas Range Organics (C6-C10),NULL
1084,Gasoline,86290-81-5
100551,Gasoline blending pyrolyzate derived naphtha raffinate distillates (petroleum),68425-29-6
1085,Gasoline range organics,NULL
100606,Gasoline range organics (C6-C12 GRO),NULL
3924,Gemfibrozil,25812-30-0
3858,Gemfibrozil-D6,1184986-45-5
2327,General observation (text),NULL
2328,General pathology (text),NULL
2329,Gentamicin,1403-66-3
100806,Geosmin,19700-21-1
1086,Germanium,7440-56-4
2330,Giardia,NULL
2331,Giardia lamblia,NULL
2332,Girth,NULL
3925,Glipizide,29094-61-9
100276,Glipizide-d11,1189426-07-0
101639,Glufosinate,NULL
101962,Glufosinate-ammonium,77182-82-2
3954,Glyburide,10238-21-8
100277,Glyburide-d3,1219803-02-7
101275,Glycidylaldehyde,765-34-4
2334,Glycine,56-40-6
3202,"Glycine, N-(aminoiminomethyl)-N-methyl-",57-00-1
3138,Glycine-7-amido-4-methylcoumarin,NULL
4591,Glycitein,40957-83-3
2335,Glycolic acid,79-14-1
100604,Glycoprotein (ZP3 and PZP),NULL
1087,Glyphosate,1071-83-6
100605,Glyphosate-isopropylammonium,38641-94-0
1088,Gold,7440-57-5
100629,Gonadotropin Releasing Hormone (GnRH),NULL
101865,Goose copies,NULL
101866,Goose host %,NULL
511,Gran acid neutralizing capacity,NULL
101911,Gravel,NULL
3419,Gravimetric water content,NULL
3717,Grazing or other Habitat Disruptive Pressure (choice list),NULL
3296,Grid count,NULL
2336,"Gross alpha radioactivity, (Americium-241 ref std)",NULL
2337,"Gross alpha radioactivity, (nat-Uranium ref std)",NULL
2338,"Gross alpha radioactivity, (Plutonium-239 ref std)",NULL
3682,"Gross alpha radioactivity, (Thorium-230 ref std)",NULL
3517,"Gross beta radioactivity, (Cesium-137 ref std)",NULL
3518,"Gross beta radioactivity, (Strontium-Yttrium-90 ref std)",NULL
4086,Gross-Uranium,7440-61-1
101276,Ground Coverage Bare (choice list),NULL
101277,Ground Coverage Herbaceous (choice list),NULL
3516,Growth,NULL
1090,Guaiacol,90-05-1
103263,Guaifenesin,93-14-1
101908,Guanylurea,NULL
3509,Habitat rating (choice list),NULL
3521,"Habitat rating, % of ideal",NULL
101278,Habitat Total Score,NULL
3417,Habitat Type (choice list),NULL
1091,Hafnium,7440-58-6
101538,Halauxifen acid,943832-60-8
101539,Halauxifen-methyl,943831-98-9
1092,Halides,NULL
1093,Haloacetic acids,NULL
3030,Halofenozide,112226-61-6
1094,Halogen,NULL
1095,Halogenated organics,NULL
1096,Halon 1011,74-97-5
3488,Halosulfuron-methyl,100784-20-1
1097,"Hardness, Ca, Mg",NULL
4006,"Hardness, Calcium",NULL
1098,"Hardness, carbonate",NULL
2339,"Hardness, magnesium",NULL
1099,"Hardness, non-carbonate",NULL
101949,Harmful Algal Blooms Present (Y/N) (choice list),NULL
2340,Hartmannella,NULL
2341,Hartmannella limax,NULL
2342,Hartmannella vermiformis,NULL
100719,HBDE-139L,NULL
100552,HCFC-122a,354-15-4
1100,HCFC-123,306-83-2
3031,HCFC-123A,354-23-4
1101,HCFC-21,75-43-4
1102,HCFC-22,75-45-6
783,HCFC-31,593-70-4
2343,Height,NULL
100789,Height (From Surface),NULL
101279,"Height, gage",NULL
1103,Helium,7440-59-7
101896,Helium-4,NULL
2344,Helleborein,1399-70-8
1388,Heneicosane,629-94-7
1389,Hentriacontane,630-04-6
1104,Heptachlor,76-44-8
1105,Heptachlor epoxide,1024-57-3
3817,heptachlor epoxide A,28044-83-9
663,Heptachloro-2-norbornene,28680-45-7
1107,Heptachlorobiphenyl,28655-71-2
1108,Heptachlorodibenzo-p-dioxin,37871-00-4
3364,Heptachlorodibenzofuran,38998-75-3
1390,Heptacosane,593-49-7
1391,Heptadecane,629-78-7
101280,Heptadecanoic acid,506-12-7
3114,Heptafluorobutyric acid,375-22-4
1109,Heptanal,111-71-7
1110,Heptane,142-82-5
101808,"Heptane, 2,3,6-trimethyl-",4032-93-3
1111,Heptanoic acid,111-14-8
100431,"Heptanoic acid, 2-ethyl-",3274-29-1
4019,"Heptanoic acid, ethyl ester",106-30-9
1112,Heptanol,53535-33-4
101921,Heptatriacontane,NULL
1113,Heptene,25339-56-4
1114,"Herbicide mix, unspecified",NULL
606,Heterotrophic bacteria,NULL
103264,Hexa(methoxy)methylmelamine (HMMM),3089-11-0
2346,Hexabromobenzene,87-82-1
103124,Hexabromocyclododecane,3194-55-6
100867,"Hexabromocyclododecane, alpha-",134237-50-6
100868,"Hexabromocyclododecane, beta-",134237-51-7
100869,"Hexabromocyclododecane, gamma-",134237-52-8
3209,Hexabromodiphenyl ether,36483-60-0
1115,Hexachlorobenzene,118-74-1
1116,Hexachlorobenzine,NULL
1117,Hexachlorobiphenyl,26601-64-9
1118,Hexachlorobutadiene,87-68-3
1119,Hexachlorobutene,NULL
1120,Hexachlorocyclohexane,27154-44-5
1121,Hexachlorocyclopentadiene,77-47-4
1122,Hexachlorodibenzo-p-dioxin,34465-46-8
3366,Hexachlorodibenzofuran,55684-94-1
1123,Hexachloroethane,67-72-1
1125,Hexachlorophene,70-30-4
1126,Hexachloropropene,1888-71-7
1392,Hexacosane,630-01-3
101809,Hexadecanamide,629-54-9
1393,Hexadecane,544-76-3
100696,"Hexadecane, 2,6,11,15-tetramethyl-",504-44-9
3930,Hexaflumuron,86479-06-3
1128,Hexafluoropropene,116-15-4
1129,Hexaldehyde,66-25-1
1130,Hexamethylbenzene,87-85-4
2348,Hexamethylcyclotrisiloxane,541-05-9
101972,"Hexamethylene-1,6-diisocyanate",822-06-0
101909,Hexamethylenetetramine,NULL
1131,Hexamethylphosphoramide,680-31-9
101810,"Hexanal, 2-ethyl-",123-05-7
1132,Hexane,110-54-3
4220,Hexane extraction percent fat,NULL
1133,Hexanoic acid,142-62-1
1134,Hexanol,25917-35-5
1135,Hexanone,30637-87-7
2818,Hexasulfur,13798-23-7
3661,Hexatriacontane,630-06-8
1136,Hexazinone,51235-04-2
101719,Hexazinone-d6,NULL
1137,Hexene,25264-93-1
101811,Hexylene Glycol,107-41-5
3605,HFC-134a,811-97-2
2017,HFC-152a,75-37-6
1138,HFC-365mfc,406-58-6
3367,High-temperature coal tar pitch,65996-93-2
2350,Hilsenhoff Biotic Index,NULL
1139,Holmium,7440-60-0
101167,Homoanatoxin,142926-86-1
3416,Horiz.Dist.Undercut Banks,NULL
4215,"Hornblende amphibole***retired***use 2,5,2',5'-Tetrachlorobiphenyl",NULL
101854,Horse copies,NULL
101855,Horse host %,NULL
101856,Human copies,NULL
101857,Human host %,NULL
103076,Human Influence - Buildings (choice list),NULL
103077,Human Influence - Landfill/Trash (choice list),NULL
103078,Human Influence - Logging Operations (choice list),NULL
103079,Human Influence - Mining Activity (choice list),NULL
103080,Human Influence - Park/Lawn (choice list),NULL
103081,Human Influence - Pasture/Range/Hay Field (choice list),NULL
103082,Human Influence - Pavement/Cleared Lot (choice list),NULL
103083,Human Influence - Pipes (Inlet/Outlet) (choice list),NULL
103084,Human Influence - Road/Railroad (choice list),NULL
103085,Human Influence - Row Crops (choice list),NULL
103086,Human Influence - Wall/Dike/Revetment/Riprap/Dam (choice list),NULL
100895,human-specific Bacteroides species,NULL
100917,Hydraulic Oil,64741-53-3Â 
1140,Hydrazine,302-01-2
1141,Hydrocarbons,308067-53-0
2351,"Hydrocarbons, Chlorinated (Unspecified Mix)",NULL
1160,"Hydrocarbons, petroleum",NULL
101089,"Hydrocarbons, total purgeable",NULL
100768,"Hydrocarbons, volatile",NULL
1161,Hydrochloric acid,7647-01-0
3562,Hydrochlorothiazide,58-93-5
1162,Hydrocinnamic acid,501-52-0
100348,Hydrocodone,125-29-1
3877,Hydrocodone bitartrate,34195-34-1
100349,Hydrocodone-d3,136765-36-1
3859,Hydrocodone-D6,1007844-38-3
2352,Hydrocortisone,50-23-7
100350,Hydrocortisone-d4,73565-87-4
101281,Hydrofluoric acid,7664-39-3
1163,Hydrogen,1333-74-0
1164,Hydrogen cyanide,74-90-8
101633,Hydrogen ion,NULL
1165,Hydrogen peroxide,7722-84-1
100774,Hydrogen phosphate,NULL
1166,Hydrogen sulfide,7783-06-4
2353,Hydrograph limb (choice list),NULL
103156,Hydromorphone,466-99-9
3878,Hydromorphone hydrochloride,71-68-1
1167,Hydroquinone,123-31-9
101953,Hydrothol 191,66330-88-9
1168,Hydroxide,14280-30-9
101696,Hydroxy didemethyl fluometuron,NULL
101694,Hydroxy monodemethyl fluometuron,NULL
4564,"Hydroxy-amitriptyline, 10-",1159-82-6
101549,"Hydroxy-ibuprofen, 2-",51146-55-5
101692,Hydroxyacetochlor,NULL
101693,Hydroxyalachlor,NULL
4187,Hydroxybupropion,92264-81-8
101695,Hydroxydiazinon,NULL
101774,Hydroxydimethenamid,NULL
101697,Hydroxyfluometuron,NULL
101735,Hydroxymetolachlor,NULL
101699,Hydroxyphthalazinone,NULL
101700,Hydroxysimazine,2599-11-3
101698,Hydroxytebuthiuron,NULL
100480,Hydroxyzine,68-88-2
103265,Ibuprofen,15687-27-1
3825,Ibuprofen-13C3,NULL
2355,"Ice cover, floating or solid - severity (choice list)",NULL
2356,Ice thickness,NULL
4648,"Ice thickness, submerged",NULL
4461,Ignitability,NULL
2358,Imazalil,35554-44-0
3640,Imazamethabenz acid,100728-84-5
3607,Imazamethabenz-methyl,81405-85-8
3489,Imazamox,114311-32-9
3496,Imazapic,104098-48-8
3608,Imazapyr,81334-34-1
3609,Imazaquin,81335-37-7
3610,Imazethapyr,81335-77-5
3032,Imidacloprid,138261-41-3
100798,Imidacloprid desnitro-olefin,NULL
100799,Imidacloprid desnitro-olefin hydrochloride,NULL
103209,Imidacloprid-d4,1015855-75-0
100800,Imidacloprid-olefin,115086-54-9
100801,Imidacloprid-urea,NULL
100481,Iminostilbene,256-96-2
2359,Imipenem,64221-86-9
2360,Imipramine,50-49-7
100217,Immediate oxygen demand,NULL
103069,Incised Height,NULL
1171,Indan,496-11-7
100454,Indaziflam,950782-86-2
1172,Indene,95-13-6
101135,"Indeno (1,2,3-cd) perylene",NULL
1173,"Indeno[1,2,3-cd]pyrene",193-39-5
101282,Index sample for diatom condition index (YES/NO) (choice list),NULL
1174,Indium,7440-74-6
4081,Indium-111,15750-15-9
2082,"Individuals examined, actual number",NULL
1175,Indole,120-72-9
103266,Indole-3-butyric acid,133-32-4
101656,Indoxacarb,NULL
1176,Inert gases,NULL
101283,Inhibited biochemical oxygen demand,NULL
101155,Initial sample volume,NULL
100926,Initial Void Ratio,NULL
101887,Inorganic antimony(III),NULL
2173,Inorganic carbon,NULL
1177,Inorganic monomeric aluminum,NULL
4703,"Inorganic nitrogen (ammonia, nitrate and nitrite)",NULL
1415,Inorganic nitrogen (nitrate and nitrite),NULL
6322,"Inorganic nitrogen (NO2, NO3, & NH3)",NULL
101165,Inorganic phosphorus,NULL
3472,"Instream feature, stream substrate (choice list)",NULL
4682,Instream Snags,NULL
103070,Inter-Transect Bearing,NULL
103071,Inter-Transect Elevation Difference,NULL
103072,Inter-Transect Proportion,NULL
103073,Inter-Transect Slope,NULL
103135,Intergravel Dissolved Oxygen,NULL
101560,Invasive species found (choice list),NULL
1178,Iodide,20461-54-5
1179,Iodine,7553-56-2
4078,Iodine-123,15715-08-9
3192,Iodine-129,15046-84-1
1180,Iodine-131,10043-66-0
4079,Iodine-132,14683-16-0
4080,Iodine-133,14834-67-4
101050,Iodine-134,14914-27-3
101051,Iodine-135,14834-68-5
101129,Ion Balance,NULL
101619,Ion Balance Difference,NULL
1181,Ionic strength,NULL
100218,Iopamidol,60166-93-0
100219,Iopamidol-d8,NULL
100031,Iopromide,73334-07-3
1182,Ioxynil,1689-83-4
1183,Iprodione,36734-19-7
101620,Irbesartan,138402-11-6
1184,Iridium,7439-88-5
1185,Iron,7439-89-6
1186,Iron + aluminum mix,NULL
1187,Iron + manganese mix,NULL
2361,Iron sulfide (FeS),1317-37-9
1190,Iron-59,14596-12-4
101083,Iron/Aluminium bound Phosphorus (FeP),NULL
100927,Irradiance (Seabird),NULL
101621,Isatidine,15503-86-3
2362,Isazofos,42509-80-8
3641,Iso-chlorotetracycline,NULL
4612,Isoamyl acetate,123-92-2
1191,Isobenzan,297-78-9
2363,Isoborneol,124-76-5
1192,Isobutane,75-28-5
1193,Isobutanol,78-83-1
1194,Isobutene,115-11-7
1195,Isobutyl acetate,110-19-0
101778,Isobutyl alcohol-d6,NULL
388,Isobutyl benzoate,120-50-3
1196,Isobutyraldehyde,78-84-2
4089,Isobutyric acid,79-31-2
101776,Isochlortetracycline,NULL
1197,Isodrin,465-73-6
101775,Isoepichlorotetracycline,NULL
3217,Isoeugenol,97-54-1
1198,Isofenphos,25311-71-1
1199,Isophorone,78-59-1
100780,Isopimaric acid,5835-26-7
3033,Isoprene,78-79-5
1200,Isopropalin,33820-53-0
1201,Isopropanol,67-63-0
1202,Isopropenyl acetate,108-22-5
1203,Isopropyl acetate,108-21-4
1205,Isopropyl ether,108-20-3
2364,Isopropyl myristate,110-27-0
2365,Isopropyl palmitate,142-91-6
2366,Isopropyl stearate,112-10-7
100872,Isopropylparaben,4191-73-5
100636,Isoproturon,34123-59-6
1207,Isoquinoline,119-65-3
1208,Isosafrole,120-58-1
1209,Isothiocyanate,71048-69-6
1210,Isovaleraldehyde,590-86-3
4090,Isovaleric acid,503-74-2
100432,Isoxaben,82558-50-7
3611,Isoxaflutole,141112-29-0
100220,Jasmolin I,4466-14-2
100221,Jasmolin II,1172-63-0
100914,Jet Fuel A,8008-20-6
100544,Jet propulsion fuel - 4,NULL
101516,Kaolin,1332-58-7
103267,Karbutilate,4849-32-5
1211,Kerosene,8008-20-6
100915,Kerosene Range Organics,8008-20-6
100495,Ketoconazole,65277-42-1
4188,Ketoprofen,22071-15-4
3313,Kick Depth,NULL
3312,Kick Time,NULL
1416,Kjeldahl nitrogen,NULL
2367,Klebsiella,NULL
1212,Kojic acid,501-30-4
3482,Kresoxim-methyl,143390-89-0
101894,Krypton,NULL
101045,Krypton-88,14995-61-0
3146,L-alanine (corrected for carbon content),NULL
3133,L-Alanine-7-amido-4-methylcoumarin,NULL
3147,L-arginine aminopeptidase (corrected for carbon content),NULL
3134,L-Arginine-7-amido-4-methylcoumarin,NULL
3151,L-glycine aminopeptidase (corrected for carbon content),NULL
3139,L-Leucine 7-amido-4-methylcoumarin,NULL
3152,L-leucine aminopeptidase (corrected for carbon content),NULL
2041,L-Proline,147-85-3
101821,"Labeled 1,2,3,4,5,6,7,8-Octachloronaphthalene",NULL
101061,"Labeled 1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",NULL
101062,"Labeled 1,2,3,4,6,7,8-Heptachlorodibenzofuran",NULL
101063,"Labeled 1,2,3,4,7,8,9-Heptachlorodibenzofuran",NULL
101064,"Labeled 1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",NULL
101065,"Labeled 1,2,3,4,7,8-Hexachlorodibenzofuran",NULL
101822,"Labeled 1,2,3,5,6,7-Hexachloronaphthalene",NULL
101823,"Labeled 1,2,3,5,7-Pentachloronaphthalene",NULL
101066,"Labeled 1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",NULL
101067,"Labeled 1,2,3,6,7,8-Hexachlorodibenzofuran",NULL
101068,"Labeled 1,2,3,7,8,9-Hexachlorodibenzofuran",NULL
101069,"Labeled 1,2,3,7,8-Pentachlorodibenzo-p-dioxin",NULL
101070,"Labeled 1,2,3,7,8-Pentachlorodibenzofuran",NULL
101824,"Labeled 1,3,5,7-Tetrachloronaphthalene",NULL
101071,"Labeled 2,3,4,6,7,8-Hexachlorodibenzofuran",NULL
101072,"Labeled 2,3,4,7,8-Pentachlorodibenzofuran",NULL
101125,"Labeled 2,3,7,8-Tetrachlorodibenzo-p-dioxin",NULL
101073,"Labeled 2,3,7,8-Tetrachlorodibenzofuran",NULL
3034,Lactic Acid,50-21-5
101736,Lactofen,77501-63-4
2368,Lake condition (choice list),NULL
2369,Lake physical appearance (choice list),NULL
2370,Lake recreational suitability (choice list),NULL
2371,Lake suitability for recreation (choice list),NULL
100496,Lamivudine,134678-17-4
4189,Lamotrigine,84057-84-1
101303,Land Cover (choice list),NULL
3388,Land form (choice list),NULL
3397,"Land form, Left (choice list)",NULL
3400,"Land Form, Right (choice list)",NULL
1213,Lanthanum,7439-91-0
100566,Lanthanum-138,NULL
3182,Lanthanum-140,13981-28-7
101309,Large Woody Debris - LWD density (choice list),NULL
103103,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:>0.8m; Len:>15m),NULL
103101,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:>0.8m; Len:1.5-5m),NULL
103102,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:>0.8m; Len:5-15m),NULL
103094,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.1-<0.3m; Len:>15m),NULL
103092,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.1-<0.3m; Len:1.5-5m),NULL
103093,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.1-<0.3m; Len:5-15m),NULL
103097,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.3-<0.6m; Len:>15m),NULL
103095,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.3-<0.6m; Len:1.5-5m),NULL
103096,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.3-<0.6m; Len:5-15m),NULL
103100,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.6-<0.8m; Len:>15m),NULL
103098,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.6-<0.8m; Len:1.5-5m),NULL
103099,Large Woody Debris Pieces All/Part in BankFull Channel (Dia:0.6-<0.8m; Len:5-15m),NULL
103115,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:>0.8m; Len:>15m),NULL
103113,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:>0.8m; Len:1.5-5m),NULL
103114,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:>0.8m; Len:5-15m),NULL
103106,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.1-<0.3m; Len:>15m),NULL
103104,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.1-<0.3m; Len:1.5-5m),NULL
103105,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.1-<0.3m; Len:5-15m),NULL
103109,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.3-<0.6m; Len:>15m),NULL
103107,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.3-<0.6m; Len:1.5-5m),NULL
103108,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.3-<0.6m; Len:5-15m),NULL
103112,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.6-<0.8m; Len:>15m),NULL
103110,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.6-<0.8m; Len:1.5-5m),NULL
103111,Large Woody Debris Pieces Bridge Above BankFull Channel (Dia:0.6-<0.8m; Len:5-15m),NULL
2372,Larkspur alkaloid,41710-20-7
100592,Larvae in Gill Chambers or Attached to Abdomen,NULL
100035,Last 24 hour weather cloud cover,NULL
100036,Last 24 hour weather temperature,NULL
100037,Last 24 hour weather wind,NULL
1214,Lauric acid,143-07-7
103268,Lauryldiethanolamine,1541-67-9
1215,Lead,7439-92-1
1216,Lead monoxide,1317-36-8
1217,Lead(II) chromate,7758-97-6
1218,Lead-210,14255-04-0
100471,Lead-211,15816-77-0
1219,Lead-212,15092-94-1
1220,Lead-214,15067-28-4
101304,Leaf Status (choice list),NULL
3872,Lederfen,36330-85-5
103116,Left Bank Angle,NULL
103117,Left Bank Undercut,NULL
2373,Length,NULL
101305,"Length, Partial (Fish)",NULL
2376,"Length, total",NULL
2377,"Length, Total (Fish)",NULL
2969,Leptophos,21609-90-5
101306,Lesions Present (Y/N) (choice list),NULL
3879,Levorphanol,77-07-6
2378,Life stage (choice list),NULL
4244,Life style/habitat,NULL
1221,Light attenuation at measurement depth,NULL
1222,Light attenuation coefficient,NULL
1223,"Light attenuation, depth at 10%",NULL
1224,"Light attenuation, depth at 50%",NULL
1225,"Light attenuation, depth at 99%",NULL
101973,Light scatter,NULL
100709,Light transmissivity at measurement depth,NULL
1226,"Light, (PAR at depth/PAR at surface) x 100",NULL
1227,"Light, incident",NULL
1228,"Light, incident + reflected (ambient)",NULL
101946,"Light, path",NULL
1230,"Light, photosynthetic active radiation (PAR)",NULL
1229,"Light, photosynthetic active radiation at depth (PAR)",NULL
1231,"Light, reflected",NULL
1232,"Light, transmissivity",NULL
2379,"Light, underwater extinction coefficient (K)",NULL
2380,"Light, underwater incident",NULL
